TABLE=058 | AREA=Phường Minh Hưng | SECTION=non-agricultural | SEGMENTS=1
P=1944 | X=0505.390-0522.030 | Y=0571.810-0581.130 | 680
P=1944 | X=0109.490-0164.760 | Y=0583.330-0592.650 | Minh Long 3
P=1944 | X=0109.490-0168.370 | Y=0599.450-0610.690 | Đường số 38
P=1944 | X=0173.590-0251.940 | Y=0605.210-0616.450 | Ngã ba đường số
P=1944 | X=0093.860-0153.010 | Y=0612.610-0621.930 | 70 - Khu phố
P=1944 | X=0262.660-0305.730 | Y=0612.610-0621.930 | Hết tuyến
P=1944 | X=0390.860-0407.500 | Y=0612.610-0621.930 | 700
P=1944 | X=0435.770-0452.410 | Y=0612.610-0621.930 | 490
P=1944 | X=0505.390-0522.030 | Y=0612.610-0621.930 | 420
P=1944 | X=0173.590-0184.710 | Y=0618.390-0627.710 | 40
P=1944 | X=0109.490-0164.760 | Y=0624.150-0633.470 | Minh Long 3
P=1944 | X=0109.490-0168.370 | Y=0640.270-0651.510 | Đường số 39
P=1944 | X=0173.590-0240.870 | Y=0651.790-0663.030 | Đường ĐT 751
P=1944 | X=0093.860-0153.010 | Y=0653.670-0662.990 | 71 - Khu phố
P=1944 | X=0262.660-0305.730 | Y=0653.670-0662.990 | Hết tuyến
P=1944 | X=0382.700-0407.750 | Y=0653.670-0662.990 | 1.100
P=1944 | X=0435.770-0452.410 | Y=0653.670-0662.990 | 790
P=1944 | X=0505.390-0522.030 | Y=0653.670-0662.990 | 680
P=1944 | X=0109.490-0164.760 | Y=0665.190-0674.510 | Minh Long 4
P=1944 | X=0109.490-0168.370 | Y=0681.310-0692.550 | Đường số 40
P=1944 | X=0173.590-0232.470 | Y=0692.830-0704.070 | Đường số 32
P=1944 | X=0262.660-0321.560 | Y=0692.830-0704.070 | Đường số 38
P=1944 | X=0093.860-0153.010 | Y=0694.710-0704.030 | 72 - Khu phố
P=1944 | X=0390.860-0407.500 | Y=0694.710-0704.030 | 700
P=1944 | X=0435.770-0452.410 | Y=0694.710-0704.030 | 490
P=1944 | X=0505.390-0522.030 | Y=0694.710-0704.030 | 420
P=1944 | X=0109.490-0164.760 | Y=0706.260-0715.580 | Minh Long 3
P=1945 | X=0262.660-0353.400 | Y=0078.740-0089.980 | Mương thoát nước -
P=1945 | X=0109.490-0168.370 | Y=0084.500-0095.740 | Đường số 41
P=1945 | X=0262.660-0358.030 | Y=0092.140-0101.460 | Khu phố Minh Long 4
P=1945 | X=0173.590-0240.870 | Y=0096.020-0107.260 | Đường ĐT 751
P=1945 | X=0093.860-0153.010 | Y=0097.900-0107.220 | 73 - Khu phố
P=1945 | X=0382.700-0407.750 | Y=0097.900-0107.220 | 1.100
P=1945 | X=0435.770-0452.410 | Y=0097.900-0107.220 | 790
P=1945 | X=0505.390-0522.030 | Y=0097.900-0107.220 | 680
P=1945 | X=0262.660-0356.120 | Y=0101.780-0113.020 | (hết ranh thửa đất số
P=1945 | X=0109.490-0164.760 | Y=0109.420-0118.740 | Minh Long 4
P=1945 | X=0262.660-0361.080 | Y=0113.300-0124.540 | 161 tờ bản đồ số 128)
P=1945 | X=0173.590-0258.100 | Y=0131.330-0142.570 | Mương thoát nước
P=1945 | X=0109.490-0241.590 | Y=0142.850-0154.090 | Đường số 41 - Khu phố Minh
P=1945 | X=0093.860-0153.010 | Y=0156.250-0165.570 | 74 - Khu phố
P=1945 | X=0173.590-0305.730 | Y=0156.250-0165.570 | Long 4 (Hết ranh Hết tuyến
P=1945 | X=0390.860-0407.500 | Y=0156.250-0165.570 | 700
P=1945 | X=0435.770-0452.410 | Y=0156.250-0165.570 | 490
P=1945 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 420
P=1945 | X=0109.490-0255.830 | Y=0165.650-0176.890 | Minh Long 4 thửa đất số 161 tờ
P=1945 | X=0173.590-0240.070 | Y=0177.170-0188.410 | bản đồ số 128)
P=1945 | X=0109.490-0154.450 | Y=0195.170-0206.410 | Đường số
P=1945 | X=0109.490-0154.210 | Y=0208.590-0217.910 | 43A - Khu
P=1945 | X=0173.590-0240.870 | Y=0212.470-0223.710 | Đường ĐT 751
P=1945 | X=0093.860-0104.980 | Y=0214.350-0223.670 | 75
P=1945 | X=0262.660-0305.720 | Y=0214.350-0223.670 | Hết tuyến
P=1945 | X=0382.700-0407.750 | Y=0214.350-0223.670 | 1.100
P=1945 | X=0435.770-0452.410 | Y=0214.350-0223.670 | 790
P=1945 | X=0505.390-0522.030 | Y=0214.350-0223.670 | 680
P=1945 | X=0109.490-0150.840 | Y=0220.110-0229.430 | phố Minh
P=1945 | X=0109.490-0140.060 | Y=0231.630-0240.950 | Long 4
P=1945 | X=0109.490-0154.450 | Y=0247.750-0258.990 | Đường số
P=1945 | X=0262.660-0362.360 | Y=0259.270-0270.510 | Ngã tư đường bê tông
P=1945 | X=0109.490-0154.210 | Y=0261.150-0270.470 | 43B - Khu
P=1945 | X=0173.590-0240.870 | Y=0265.030-0276.270 | Đường ĐT 751
P=1945 | X=0093.860-0104.980 | Y=0266.910-0276.230 | 76
P=1945 | X=0382.700-0407.750 | Y=0266.910-0276.230 | 1.100
P=1945 | X=0435.770-0452.410 | Y=0266.910-0276.230 | 790
P=1945 | X=0505.390-0522.030 | Y=0266.910-0276.230 | 680
P=1945 | X=0262.660-0341.640 | Y=0270.790-0282.030 | và Đường số 43B
P=1945 | X=0109.490-0150.840 | Y=0272.670-0281.990 | phố Minh
P=1945 | X=0109.490-0140.060 | Y=0284.220-0293.540 | Long 4
P=1945 | X=0262.660-0353.110 | Y=0302.220-0311.540 | Ranh Phía Tây Nam
P=1945 | X=0109.490-0168.370 | Y=0311.860-0323.100 | Đường số 44
P=1945 | X=0262.660-0363.390 | Y=0311.860-0323.100 | các thửa đất số 292 tờ
P=1945 | X=0173.590-0236.550 | Y=0323.380-0334.620 | Đường ĐH 06
P=1945 | X=0262.660-0363.100 | Y=0323.380-0334.620 | bản đồ số 146 và thửa
P=1945 | X=0093.860-0153.010 | Y=0325.260-0334.580 | 77 - Khu phố
P=1945 | X=0390.860-0407.500 | Y=0325.260-0334.580 | 960
P=1945 | X=0435.770-0452.410 | Y=0325.260-0334.580 | 670
P=1945 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 580
P=1945 | X=0262.660-0355.170 | Y=0334.900-0346.140 | đất số 293 tờ bản đồ
P=1945 | X=0109.490-0164.760 | Y=0336.780-0346.100 | Minh Long 5
P=1945 | X=0262.660-0292.500 | Y=0348.060-0357.380 | số 122
P=1945 | X=0173.590-0240.530 | Y=0366.060-0375.380 | Ranh Phía Tây
P=1945 | X=0173.590-0253.220 | Y=0375.720-0386.960 | Nam các thửa đất
P=1945 | X=0109.490-0171.670 | Y=0381.480-0392.720 | Đường số 44-
P=1945 | X=0173.590-0249.310 | Y=0387.240-0398.480 | số 292 tờ bản đồ
P=1945 | X=0262.660-0325.620 | Y=0393.000-0404.240 | Đường ĐH 06
P=1945 | X=0093.860-0171.480 | Y=0394.880-0404.200 | 78 Khu phố Minh
P=1945 | X=0390.860-0407.500 | Y=0394.880-0404.200 | 700
P=1945 | X=0435.770-0452.410 | Y=0394.880-0404.200 | 490
P=1945 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 420
P=1945 | X=0173.590-0257.310 | Y=0398.760-0410.000 | số 146 và thửa đất
P=1945 | X=0109.490-0140.060 | Y=0406.400-0415.720 | Long 5
P=1945 | X=0173.590-0249.310 | Y=0410.280-0421.520 | số 293 tờ bản đồ
P=1945 | X=0173.590-0203.430 | Y=0423.680-0433.000 | số 122
P=1945 | X=0262.660-0362.360 | Y=0439.800-0451.040 | Ngã tư đường bê tông
P=1945 | X=0109.490-0168.370 | Y=0451.340-0462.580 | Đường số 45
P=1945 | X=0262.660-0355.660 | Y=0453.220-0462.540 | - Khu phố Minh Long
P=1945 | X=0173.590-0240.870 | Y=0462.860-0474.100 | Đường ĐT 751
P=1945 | X=0262.660-0351.160 | Y=0462.860-0474.100 | 4 (hết ranh thửa đất
P=1945 | X=0093.860-0153.010 | Y=0464.740-0474.060 | 79 - Khu phố
P=1945 | X=0382.700-0407.750 | Y=0464.740-0474.060 | 1.100
P=1945 | X=0435.770-0452.410 | Y=0464.740-0474.060 | 790
P=1945 | X=0505.390-0522.030 | Y=0464.740-0474.060 | 680
P=1945 | X=0262.660-0351.560 | Y=0474.380-0485.620 | số 179 tờ bản đồ số
P=1945 | X=0109.490-0164.760 | Y=0476.260-0485.580 | Minh Long 4
P=1945 | X=0262.660-0282.580 | Y=0487.780-0497.100 | 128)
P=1945 | X=0173.590-0250.990 | Y=0503.900-0515.140 | Ngã tư đường bê
P=1945 | X=0173.590-0239.460 | Y=0517.300-0526.620 | tông - Khu phố
P=1945 | X=0109.490-0168.370 | Y=0521.180-0532.420 | Đường số 45
P=1945 | X=0173.590-0248.900 | Y=0528.820-0538.140 | Minh Long 4 (hết
P=1945 | X=0093.860-0153.010 | Y=0534.370-0543.690 | 80 - Khu phố
P=1945 | X=0262.660-0305.730 | Y=0534.370-0543.690 | Hết tuyến
P=1945 | X=0390.860-0407.500 | Y=0534.370-0543.690 | 700
P=1945 | X=0435.770-0452.410 | Y=0534.370-0543.690 | 490
P=1945 | X=0505.390-0522.030 | Y=0534.370-0543.690 | 420
P=1945 | X=0173.590-0247.140 | Y=0538.250-0549.490 | ranh thửa đất số
P=1945 | X=0109.490-0164.760 | Y=0545.890-0555.210 | Minh Long 4
P=1945 | X=0173.590-0249.300 | Y=0549.770-0561.010 | 179 tờ bản đồ số
P=1945 | X=0173.590-0193.510 | Y=0563.170-0572.490 | 128)
P=1945 | X=0262.660-0348.590 | Y=0581.170-0590.490 | Ranh Phía Bắc các
P=1945 | X=0109.490-0171.670 | Y=0585.050-0596.290 | Đường số 47-
P=1945 | X=0262.660-0340.770 | Y=0590.810-0602.050 | thửa đất số 55 và
P=1945 | X=0093.860-0240.870 | Y=0596.570-0607.810 | 81 Khu phố Minh Đường ĐT 751
P=1945 | X=0382.700-0407.750 | Y=0598.450-0607.770 | 1.100
P=1945 | X=0435.770-0452.410 | Y=0598.450-0607.770 | 790
P=1945 | X=0505.390-0522.030 | Y=0598.450-0607.770 | 680
P=1945 | X=0262.660-0359.000 | Y=0602.330-0613.570 | thửa đất số 58 tờ bản
P=1945 | X=0109.490-0140.060 | Y=0609.970-0619.290 | Long 4
P=1945 | X=0262.660-0306.440 | Y=0613.850-0625.090 | đồ số 127
P=1945 | X=0173.590-0259.530 | Y=0633.750-0643.070 | Ranh Phía Bắc các
P=1945 | X=0109.490-0171.670 | Y=0637.630-0648.870 | Đường số 47-
P=1945 | X=0173.590-0251.710 | Y=0643.390-0654.630 | thửa đất số 55 và
P=1945 | X=0262.660-0321.560 | Y=0649.150-0660.390 | Đường số 45
P=1945 | X=0093.860-0171.480 | Y=0651.030-0660.350 | 82 Khu phố Minh
P=1945 | X=0390.860-0407.500 | Y=0651.030-0660.350 | 960
P=1945 | X=0435.770-0452.410 | Y=0651.030-0660.350 | 670
P=1945 | X=0505.390-0522.030 | Y=0651.030-0660.350 | 580
P=1945 | X=0173.590-0250.310 | Y=0654.910-0666.150 | thửa đất số 58 tờ
P=1945 | X=0109.490-0140.060 | Y=0662.550-0671.870 | Long 4
P=1945 | X=0173.590-0236.790 | Y=0666.430-0677.670 | bản đồ số 127
P=1945 | X=0109.490-0171.670 | Y=0684.430-0695.670 | Đường số 49-
P=1945 | X=0093.860-0240.870 | Y=0695.950-0707.190 | 83 Khu phố Minh Đường ĐT 751
P=1945 | X=0262.660-0305.730 | Y=0697.830-0707.150 | Hết tuyến
P=1945 | X=0382.700-0407.750 | Y=0697.830-0707.150 | 1.100
P=1945 | X=0435.770-0452.410 | Y=0697.830-0707.150 | 790
P=1945 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 680
P=1945 | X=0109.490-0140.060 | Y=0709.380-0718.700 | Long 4
P=1946 | X=0109.490-0168.370 | Y=0078.740-0089.980 | Đường số 51
P=1946 | X=0173.590-0232.470 | Y=0090.260-0101.500 | Đường số 41
P=1946 | X=0262.660-0321.560 | Y=0090.260-0101.500 | Đường số 29
P=1946 | X=0093.860-0153.010 | Y=0092.140-0101.460 | 84 - Khu phố
P=1946 | X=0390.860-0407.500 | Y=0092.140-0101.460 | 700
P=1946 | X=0435.770-0452.410 | Y=0092.140-0101.460 | 490
P=1946 | X=0505.390-0522.030 | Y=0092.140-0101.460 | 420
P=1946 | X=0109.490-0164.760 | Y=0103.660-0112.980 | Minh Long 4
P=1946 | X=0109.490-0171.670 | Y=0119.810-0131.050 | Đường số 52-
P=1946 | X=0093.860-0236.550 | Y=0131.330-0142.570 | 85 Khu phố Minh Đường ĐH 05
P=1946 | X=0262.660-0316.040 | Y=0131.330-0142.570 | Đường số 3
P=1946 | X=0390.860-0407.500 | Y=0133.210-0142.530 | 960
P=1946 | X=0435.770-0452.410 | Y=0133.210-0142.530 | 670
P=1946 | X=0505.390-0522.030 | Y=0133.210-0142.530 | 580
P=1946 | X=0109.490-0140.060 | Y=0144.730-0154.050 | Long 4
P=1946 | X=0173.590-0255.300 | Y=0160.850-0172.090 | Ranh giới phường
P=1946 | X=0109.490-0357.650 | Y=0172.370-0183.610 | Đường Quốc Chơn Thành (ngã Ngã tư Đường số 89,
P=1946 | X=0093.860-0104.980 | Y=0180.010-0189.330 | 86
P=1946 | X=0382.700-0407.750 | Y=0180.010-0189.330 | 6.000
P=1946 | X=0427.610-0452.660 | Y=0180.010-0189.330 | 4.200
P=1946 | X=0497.230-0522.280 | Y=0180.010-0189.330 | 3.600
P=1946 | X=0173.590-0319.880 | Y=0183.650-0194.890 | tư giao với đường đường số 20
P=1946 | X=0109.490-0131.410 | Y=0185.530-0194.850 | lộ 13
P=1946 | X=0173.590-0235.010 | Y=0197.050-0206.370 | Cao Bá Quát)
P=1946 | X=0109.490-0251.940 | Y=0213.190-0224.430 | Đường Quốc Ngã tư Đường số
P=1946 | X=0262.660-0357.650 | Y=0213.190-0224.430 | Ngã tư Đường số 84,
P=1946 | X=0093.860-0104.980 | Y=0220.830-0230.150 | 87
P=1946 | X=0382.700-0407.750 | Y=0220.830-0230.150 | 6.800
P=1946 | X=0427.610-0452.660 | Y=0220.830-0230.150 | 4.800
P=1946 | X=0497.230-0522.280 | Y=0220.830-0230.150 | 4.100
P=1946 | X=0173.590-0247.620 | Y=0224.710-0235.950 | 89, đường số 20
P=1946 | X=0262.660-0319.880 | Y=0224.710-0235.950 | đường số 97
P=1946 | X=0109.490-0131.410 | Y=0226.590-0235.910 | lộ 13
P=1946 | X=0262.660-0361.160 | Y=0242.710-0253.950 | Phía Tây Giáp Đường
P=1946 | X=0109.490-0251.940 | Y=0248.470-0259.710 | Đường Quốc Ngã tư Đường số
P=1946 | X=0262.660-0340.010 | Y=0254.230-0265.470 | số 35, Phía Đông
P=1946 | X=0093.860-0104.980 | Y=0256.110-0265.430 | 88
P=1946 | X=0377.180-0407.750 | Y=0256.110-0265.430 | 11.500
P=1946 | X=0427.610-0452.660 | Y=0256.110-0265.430 | 8.100
P=1946 | X=0497.230-0522.280 | Y=0256.110-0265.430 | 6.900
P=1946 | X=0173.590-0247.620 | Y=0259.990-0271.230 | 84, đường số 97
P=1946 | X=0109.490-0131.410 | Y=0261.870-0271.190 | lộ 13
P=1946 | X=0262.660-0346.760 | Y=0265.750-0276.990 | Giáp Đường ĐH01
P=1946 | X=0173.590-0237.720 | Y=0285.660-0294.980 | Phía Tây Giáp
P=1946 | X=0262.660-0359.480 | Y=0289.540-0300.780 | Phía Tây Giáp đường
P=1946 | X=0109.490-0258.850 | Y=0295.300-0306.540 | Đường Quốc Đường số 35, Phía
P=1946 | X=0262.660-0344.080 | Y=0301.060-0312.300 | ĐH 04, Phía Đông
P=1946 | X=0093.860-0104.980 | Y=0302.940-0312.260 | 89
P=1946 | X=0377.180-0407.750 | Y=0302.940-0312.260 | 14.400
P=1946 | X=0422.090-0452.660 | Y=0302.940-0312.260 | 10.100
P=1946 | X=0497.230-0522.280 | Y=0302.940-0312.260 | 8.600
P=1946 | X=0173.590-0256.020 | Y=0306.820-0318.060 | Đông Giáp Đường
P=1946 | X=0109.490-0131.410 | Y=0308.700-0318.020 | lộ 13
P=1946 | X=0262.660-0345.560 | Y=0312.580-0323.820 | Giáp Đường số 69
P=1946 | X=0173.590-0199.120 | Y=0318.340-0329.580 | ĐH01
P=1946 | X=0173.590-0237.720 | Y=0338.220-0347.540 | Phía Tây Giáp
P=1946 | X=0262.660-0361.160 | Y=0342.100-0353.340 | Phía Tây Giáp Đường
P=1946 | X=0109.490-0259.810 | Y=0347.860-0359.100 | Đường Quốc Đường ĐH04, Phía
P=1946 | X=0262.660-0346.720 | Y=0353.620-0364.860 | số 36A, Phía Đông
P=1946 | X=0093.860-0104.980 | Y=0355.500-0364.820 | 90
