TABLE=067 | AREA=Xã Đồng Tâm | SECTION=non-agricultural | SEGMENTS=1
P=2039 | X=0092.900-0191.900 | Y=0700.290-0711.530 | 79 Đường Phan Châu
P=2039 | X=0208.870-0338.850 | Y=0700.290-0711.530 | Ngã tư Biên Ngã ba Đường
P=2039 | X=0362.540-0387.590 | Y=0702.180-0711.500 | 3.100
P=2039 | X=0412.220-0437.270 | Y=0702.180-0711.500 | 2.200
P=2039 | X=0497.230-0522.280 | Y=0702.180-0711.500 | 1.900
P=2040 | X=0107.330-0130.430 | Y=0074.620-0083.940 | Trinh
P=2040 | X=0208.870-0237.760 | Y=0074.620-0083.940 | Phòng
P=2040 | X=0272.020-0327.570 | Y=0074.620-0083.940 | Nguyễn Huệ
P=2040 | X=0208.870-0241.120 | Y=0092.620-0101.940 | Ngã ba
P=2040 | X=0107.330-0191.900 | Y=0096.500-0107.740 | Đường Phan Châu
P=2040 | X=0272.020-0348.360 | Y=0098.380-0107.700 | Giáp ranh xã Lộc
P=2040 | X=0208.870-0240.660 | Y=0102.260-0113.500 | Đường
P=2040 | X=0092.900-0104.020 | Y=0104.140-0113.460 | 80
P=2040 | X=0362.540-0387.590 | Y=0104.140-0113.460 | 2.100
P=2040 | X=0412.220-0437.270 | Y=0104.140-0113.460 | 1.500
P=2040 | X=0497.230-0522.270 | Y=0104.140-0113.460 | 1.300
P=2040 | X=0272.020-0310.760 | Y=0108.020-0119.260 | Thiện cũ
P=2040 | X=0107.330-0130.430 | Y=0109.900-0119.220 | Trinh
P=2040 | X=0208.870-0264.430 | Y=0115.660-0124.980 | Nguyễn Huệ
P=2040 | X=0107.330-0189.670 | Y=0131.810-0143.050 | Đường liên xã Lộc
P=2040 | X=0272.020-0338.850 | Y=0137.570-0148.810 | Ngã ba cầu Đỏ
P=2040 | X=0092.900-0104.020 | Y=0139.450-0148.770 | 81
P=2040 | X=0208.870-0261.060 | Y=0139.450-0148.770 | Ngã ba mới
P=2040 | X=0362.540-0387.590 | Y=0139.450-0148.770 | 1.400
P=2040 | X=0420.410-0437.050 | Y=0139.450-0148.770 | 960
P=2040 | X=0505.390-0522.030 | Y=0139.450-0148.770 | 830
P=2040 | X=0107.330-0180.840 | Y=0143.330-0154.570 | Ninh - Lộc Hưng
P=2040 | X=0107.330-0189.670 | Y=0161.330-0172.570 | Đường liên xã Lộc
P=2040 | X=0208.870-0260.110 | Y=0163.210-0172.530 | Ngã ba cầu
P=2040 | X=0272.020-0325.400 | Y=0163.210-0172.530 | Ngã ba cuối
P=2040 | X=0092.900-0104.020 | Y=0168.970-0178.290 | 82
P=2040 | X=0370.700-0387.340 | Y=0168.970-0178.290 | 990
P=2040 | X=0420.410-0437.050 | Y=0168.970-0178.290 | 700
P=2040 | X=0505.390-0522.030 | Y=0168.970-0178.290 | 600
P=2040 | X=0107.330-0180.840 | Y=0172.850-0184.090 | Ninh - Lộc Hưng
P=2040 | X=0208.870-0221.670 | Y=0172.850-0184.090 | Đỏ
P=2040 | X=0272.020-0332.200 | Y=0172.850-0184.090 | đường cấp III
P=2040 | X=0107.330-0189.670 | Y=0190.850-0202.090 | Đường liên xã Lộc
P=2040 | X=0208.870-0328.440 | Y=0192.730-0202.050 | Ngã ba cuối Ranh xã Lộc
P=2040 | X=0092.900-0104.020 | Y=0198.490-0207.810 | 83
P=2040 | X=0370.700-0387.340 | Y=0198.490-0207.810 | 770
P=2040 | X=0420.410-0437.050 | Y=0198.490-0207.810 | 540
P=2040 | X=0505.390-0522.030 | Y=0198.490-0207.810 | 460
P=2040 | X=0107.330-0180.840 | Y=0202.390-0213.630 | Ninh - Lộc Hưng
P=2040 | X=0208.870-0314.340 | Y=0202.390-0213.630 | trường cấp III Khánh cũ
P=2040 | X=0107.330-0189.670 | Y=0220.390-0231.630 | Đường liên xã Lộc
P=2040 | X=0208.870-0260.560 | Y=0222.270-0231.590 | Ngã ba nhà
P=2040 | X=0272.020-0343.150 | Y=0222.270-0231.590 | Ngã ba nhà ông
P=2040 | X=0092.900-0104.020 | Y=0227.790-0237.110 | 84
P=2040 | X=0370.700-0387.340 | Y=0227.790-0237.110 | 770
P=2040 | X=0420.410-0437.050 | Y=0227.790-0237.110 | 540
P=2040 | X=0505.390-0522.030 | Y=0227.790-0237.110 | 460
P=2040 | X=0107.330-0180.840 | Y=0231.670-0242.910 | Ninh - Lộc Hưng
P=2040 | X=0208.870-0244.960 | Y=0233.550-0242.870 | ông Lân
P=2040 | X=0272.020-0310.010 | Y=0233.550-0242.870 | Sáu Thu
P=2040 | X=0107.330-0189.670 | Y=0249.670-0260.910 | Đường liên xã Lộc
P=2040 | X=0208.870-0344.360 | Y=0249.670-0260.910 | Ngã ba nhà Giáp đường liên
P=2040 | X=0092.900-0104.020 | Y=0257.310-0266.630 | 85
P=2040 | X=0370.700-0387.340 | Y=0257.310-0266.630 | 360
P=2040 | X=0420.410-0437.050 | Y=0257.310-0266.630 | 250
P=2040 | X=0505.390-0522.030 | Y=0257.310-0266.630 | 220
P=2040 | X=0107.330-0180.840 | Y=0261.190-0272.430 | Ninh - Lộc Hưng
P=2040 | X=0208.870-0282.900 | Y=0263.070-0272.390 | ông Sáu Thu xã
P=2040 | X=0107.330-0189.670 | Y=0279.190-0290.430 | Đường liên xã Lộc
P=2040 | X=0208.870-0254.550 | Y=0279.190-0290.430 | Ngã ba cũ
P=2040 | X=0272.020-0305.970 | Y=0284.980-0296.220 | Cầu Đỏ
P=2040 | X=0092.900-0104.020 | Y=0286.860-0296.180 | 86
P=2040 | X=0362.540-0387.590 | Y=0286.860-0296.180 | 1.500
P=2040 | X=0412.220-0437.270 | Y=0286.860-0296.180 | 1.100
P=2040 | X=0505.390-0522.030 | Y=0286.860-0296.180 | 920
P=2040 | X=0107.330-0180.840 | Y=0290.740-0301.980 | Ninh - Lộc Hưng
P=2040 | X=0208.870-0260.690 | Y=0290.740-0301.980 | (xóm bưng)
P=2040 | X=0107.330-0189.670 | Y=0308.740-0319.980 | Đường liên xã Lộc
P=2040 | X=0272.020-0332.040 | Y=0308.740-0319.980 | Đền ranh Lộc
P=2040 | X=0208.870-0242.830 | Y=0314.500-0325.740 | Cầu Đỏ
P=2040 | X=0092.900-0104.020 | Y=0316.380-0325.700 | 87
P=2040 | X=0362.540-0387.590 | Y=0316.380-0325.700 | 1.100
P=2040 | X=0420.410-0437.050 | Y=0316.380-0325.700 | 750
P=2040 | X=0505.390-0522.030 | Y=0316.380-0325.700 | 640
P=2040 | X=0107.330-0180.840 | Y=0320.260-0331.500 | Ninh - Lộc Hưng
P=2040 | X=0272.020-0345.550 | Y=0320.260-0331.500 | Ninh - Lộc Hưng
P=2040 | X=0272.020-0351.320 | Y=0338.260-0349.500 | Nhà văn hóa ấp 3
P=2040 | X=0107.330-0189.670 | Y=0349.780-0361.020 | Đường liên xã Lộc
P=2040 | X=0208.870-0343.850 | Y=0349.780-0361.020 | Ngã ba Năm (Cũ: Ngã ba Hai
P=2040 | X=0092.900-0104.020 | Y=0357.420-0366.740 | 88
P=2040 | X=0362.540-0387.590 | Y=0357.420-0366.740 | 1.500
P=2040 | X=0412.220-0437.270 | Y=0357.420-0366.740 | 1.000
P=2040 | X=0505.390-0522.030 | Y=0357.420-0366.740 | 870
P=2040 | X=0272.020-0342.930 | Y=0361.300-0372.540 | Thư ) - Nhà văn
P=2040 | X=0107.330-0173.190 | Y=0363.180-0372.500 | Ninh - Lộc Tấn
P=2040 | X=0208.870-0221.190 | Y=0363.180-0372.500 | Bé
P=2040 | X=0272.020-0330.920 | Y=0372.840-0384.080 | hóa ấp 3 mới
P=2040 | X=0107.330-0189.670 | Y=0390.840-0402.080 | Đường liên xã Lộc
P=2040 | X=0208.870-0348.360 | Y=0390.840-0402.080 | Nhà văn hóa Giáp ranh xã Lộc
P=2040 | X=0092.900-0104.020 | Y=0398.480-0407.800 | 89
P=2040 | X=0370.700-0387.340 | Y=0398.480-0407.800 | 650
P=2040 | X=0420.410-0437.050 | Y=0398.480-0407.800 | 450
P=2040 | X=0505.390-0522.030 | Y=0398.480-0407.800 | 390
P=2040 | X=0208.870-0248.340 | Y=0402.360-0413.600 | ấp 3 mới
P=2040 | X=0107.330-0173.190 | Y=0404.240-0413.560 | Ninh - Lộc Tấn
P=2040 | X=0272.020-0289.380 | Y=0404.240-0413.560 | Tấn
P=2040 | X=0107.330-0189.670 | Y=0420.360-0431.600 | Đường liên xã Lộc
P=2040 | X=0092.900-0104.020 | Y=0428.000-0437.320 | 90
P=2040 | X=0208.870-0259.140 | Y=0428.000-0437.320 | Toàn tuyến
P=2040 | X=0370.700-0387.340 | Y=0428.000-0437.320 | 650
P=2040 | X=0420.410-0437.050 | Y=0428.000-0437.320 | 450
P=2040 | X=0505.390-0522.030 | Y=0428.000-0437.320 | 390
P=2040 | X=0107.330-0180.840 | Y=0431.880-0443.120 | Ninh - Lộc Hưng
P=2040 | X=0107.330-0198.550 | Y=0449.900-0461.140 | Đường liên thôn Lộc
P=2040 | X=0208.870-0342.770 | Y=0449.900-0461.140 | Giáp đường Thửa đất số 44,
P=2040 | X=0092.900-0104.020 | Y=0457.540-0466.860 | 91
P=2040 | X=0362.540-0387.590 | Y=0457.540-0466.860 | 1.900
P=2040 | X=0412.220-0437.270 | Y=0457.540-0466.860 | 1.300
P=2040 | X=0497.230-0522.280 | Y=0457.540-0466.860 | 1.100
P=2040 | X=0208.870-0347.480 | Y=0461.420-0472.660 | Quốc lộ 13 tờ bản đồ số 130
P=2040 | X=0107.330-0190.920 | Y=0463.300-0472.620 | Thái 1 - Lộc Thái 3
P=2040 | X=0208.870-0262.980 | Y=0479.420-0490.660 | Thửa đất số
P=2040 | X=0107.330-0198.550 | Y=0485.180-0496.420 | Đường liên thôn Lộc
P=2040 | X=0208.870-0315.090 | Y=0490.940-0502.180 | 44, tờ bản đồ Hết tuyến
P=2040 | X=0092.900-0104.050 | Y=0492.820-0502.140 | 92
P=2040 | X=0362.540-0387.590 | Y=0492.820-0502.140 | 1.200
P=2040 | X=0420.410-0437.050 | Y=0492.820-0502.140 | 860
P=2040 | X=0505.390-0522.030 | Y=0492.820-0502.140 | 730
P=2040 | X=0107.330-0190.920 | Y=0498.580-0507.900 | Thái 1 - Lộc Thái 3
P=2040 | X=0208.870-0238.710 | Y=0504.100-0513.420 | số 130
P=2040 | X=0107.330-0201.990 | Y=0520.220-0531.460 | Đường tránh Quốc lộ
P=2040 | X=0092.900-0104.020 | Y=0527.860-0537.180 | 93
P=2040 | X=0208.870-0259.140 | Y=0527.860-0537.180 | Toàn tuyến
P=2040 | X=0370.700-0387.340 | Y=0527.860-0537.180 | 920
P=2040 | X=0420.410-0437.050 | Y=0527.860-0537.180 | 640
P=2040 | X=0505.390-0522.030 | Y=0527.860-0537.180 | 550
P=2040 | X=0107.330-0118.450 | Y=0533.620-0542.940 | 13
P=2040 | X=0107.330-0204.640 | Y=0549.770-0561.010 | Các tuyến đường đấu
P=2040 | X=0107.330-0204.880 | Y=0561.290-0572.530 | nối trực tiếp ra đường
P=2040 | X=0208.870-0347.230 | Y=0567.050-0578.290 | Giáp ranh xã Hết đất cây xăng
P=2040 | X=0092.900-0181.570 | Y=0574.690-0584.010 | 94 Quốc lộ 13 trong
P=2040 | X=0362.540-0387.590 | Y=0574.690-0584.010 | 1.100
P=2040 | X=0420.410-0437.050 | Y=0574.690-0584.010 | 800
P=2040 | X=0505.390-0522.030 | Y=0574.690-0584.010 | 690
P=2040 | X=0208.870-0252.860 | Y=0578.570-0589.810 | Lộc Hưng
P=2040 | X=0272.020-0308.320 | Y=0580.450-0589.770 | Minh Tú
P=2040 | X=0107.330-0205.530 | Y=0586.210-0595.530 | phạm vi 200m (tính từ
P=2040 | X=0107.330-0136.840 | Y=0597.730-0607.050 | HLLG)
P=2040 | X=0107.330-0204.640 | Y=0613.850-0625.090 | Các tuyến đường đấu
P=2040 | X=0107.330-0204.880 | Y=0625.390-0636.630 | nối trực tiếp ra đường
P=2040 | X=0272.020-0353.960 | Y=0625.390-0636.630 | Hết ranh đất Ngân
P=2040 | X=0208.870-0259.770 | Y=0631.150-0642.390 | Hết đất cây
P=2040 | X=0092.900-0181.570 | Y=0638.790-0648.110 | 95 Quốc lộ 13 trong
P=2040 | X=0272.020-0336.580 | Y=0638.790-0648.110 | hàng Agribank
P=2040 | X=0362.540-0387.590 | Y=0638.790-0648.110 | 1.500
P=2040 | X=0412.220-0437.270 | Y=0638.790-0648.110 | 1.000
P=2040 | X=0505.390-0522.030 | Y=0638.790-0648.110 | 870
P=2040 | X=0208.870-0269.660 | Y=0642.670-0653.910 | xăng Minh Tú
P=2040 | X=0107.330-0205.530 | Y=0650.310-0659.630 | phạm vi 200m (tính từ
P=2040 | X=0272.020-0310.480 | Y=0650.310-0659.630 | Lộc Thái
P=2040 | X=0107.330-0136.840 | Y=0661.830-0671.150 | HLLG)
P=2040 | X=0107.330-0264.030 | Y=0677.950-0689.190 | Các tuyến đường đấu Hết ranh đất
P=2040 | X=0272.020-0346.760 | Y=0683.710-0694.950 | Hết ranh đất nhà
P=2040 | X=0092.900-0257.690 | Y=0689.470-0700.710 | 96 nối trực tiếp ra đường Ngân hàng
P=2040 | X=0362.540-0387.590 | Y=0691.350-0700.670 | 1.300
P=2040 | X=0420.410-0437.050 | Y=0691.350-0700.670 | 910
P=2040 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 780
P=2040 | X=0272.020-0351.090 | Y=0697.110-0706.430 | nghỉ Trung Thành
P=2040 | X=0107.330-0181.570 | Y=0702.660-0711.980 | Quốc lộ 13 trong
P=2040 | X=0208.870-0267.460 | Y=0702.660-0711.980 | Agribank Lộc
P=2041 | X=0107.330-0228.380 | Y=0074.620-0083.940 | phạm vi 200m (tính từ Thái
P=2041 | X=0107.330-0136.840 | Y=0086.140-0095.460 | HLLG)
P=2041 | X=0107.330-0204.640 | Y=0102.260-0113.500 | Các tuyến đường đấu
P=2041 | X=0107.330-0264.030 | Y=0113.780-0125.020 | nối trực tiếp ra đường Hết ranh đất
P=2041 | X=0272.020-0349.640 | Y=0121.450-0130.770 | Giáp ranh thị trấn
P=2041 | X=0092.900-0181.570 | Y=0127.210-0136.530 | 97 Quốc lộ 13 trong
P=2041 | X=0208.870-0247.130 | Y=0127.210-0136.530 | nhà nghỉ
P=2041 | X=0362.540-0387.590 | Y=0127.210-0136.530 | 1.900
P=2041 | X=0412.220-0437.270 | Y=0127.210-0136.530 | 1.300
P=2041 | X=0497.230-0522.280 | Y=0127.210-0136.530 | 1.100
P=2041 | X=0272.020-0331.760 | Y=0131.090-0142.330 | Lộc Ninh (cũ)
P=2041 | X=0107.330-0266.310 | Y=0138.730-0148.050 | phạm vi 200m (tính từ Trung Thành
P=2041 | X=0107.330-0136.840 | Y=0150.250-0159.570 | HLLG)
P=2041 | X=0092.900-0340.040 | Y=0166.370-0177.610 | 98 Đường khu 1 - Đoạn 1 Thửa đất số 2 Thửa đất số 18
P=2041 | X=0362.540-0387.590 | Y=0168.250-0177.570 | 1.200
P=2041 | X=0420.410-0437.050 | Y=0168.250-0177.570 | 860
P=2041 | X=0505.390-0522.030 | Y=0168.250-0177.570 | 730
P=2041 | X=0092.900-0340.040 | Y=0184.370-0195.610 | 99 Đường khu 1 - Đoạn 2 Thửa đất số 3 Thửa đất số 19
P=2041 | X=0362.540-0387.590 | Y=0186.250-0195.570 | 1.200
P=2041 | X=0420.410-0437.050 | Y=0186.250-0195.570 | 860
P=2041 | X=0505.390-0522.030 | Y=0186.250-0195.570 | 730
P=2041 | X=0208.870-0262.980 | Y=0202.390-0213.630 | Thửa đất số
P=2041 | X=0090.020-0166.450 | Y=0207.910-0219.150 | 100 Đường khu 2
P=2041 | X=0272.020-0340.040 | Y=0207.910-0219.150 | Thửa đất số 29
P=2041 | X=0362.540-0387.590 | Y=0209.790-0219.110 | 1.200
P=2041 | X=0420.410-0437.050 | Y=0209.790-0219.110 | 860
P=2041 | X=0505.390-0522.030 | Y=0209.790-0219.110 | 730
P=2041 | X=0208.870-0219.990 | Y=0215.550-0224.870 | 21
P=2041 | X=0208.870-0262.980 | Y=0231.670-0242.910 | Thửa đất số
P=2041 | X=0090.020-0166.450 | Y=0237.430-0248.670 | 101 Đường khu 3
P=2041 | X=0272.020-0340.040 | Y=0237.430-0248.670 | Thửa đất số 43
P=2041 | X=0362.540-0387.590 | Y=0239.310-0248.630 | 1.200
P=2041 | X=0420.410-0437.050 | Y=0239.310-0248.630 | 860
P=2041 | X=0505.390-0522.030 | Y=0239.310-0248.630 | 730
P=2041 | X=0208.870-0219.990 | Y=0245.070-0254.390 | 30
P=2041 | X=0208.870-0262.980 | Y=0261.190-0272.430 | Thửa đất số
P=2041 | X=0090.020-0207.510 | Y=0266.950-0278.190 | 102 Đường khu 4 - Đoạn 1
P=2041 | X=0272.020-0340.040 | Y=0266.950-0278.190 | Thửa đất số 69
P=2041 | X=0362.540-0387.590 | Y=0268.830-0278.150 | 1 200
P=2041 | X=0420.410-0437.050 | Y=0268.830-0278.150 | 860
P=2041 | X=0505.390-0522.030 | Y=0268.830-0278.150 | 730
P=2041 | X=0208.870-0219.990 | Y=0274.590-0283.910 | 44
P=2041 | X=0208.870-0262.980 | Y=0290.740-0301.980 | Thửa đất số
P=2041 | X=0090.020-0207.510 | Y=0296.500-0307.740 | 103 Đường khu 4 - Đoạn 2
P=2041 | X=0272.020-0340.040 | Y=0296.500-0307.740 | Thửa đất số 68
P=2041 | X=0362.540-0387.590 | Y=0298.380-0307.700 | 1.200
P=2041 | X=0420.410-0437.050 | Y=0298.380-0307.700 | 860
P=2041 | X=0505.390-0522.030 | Y=0298.380-0307.700 | 730
P=2041 | X=0208.870-0219.990 | Y=0304.140-0313.460 | 45
P=2041 | X=0208.870-0262.980 | Y=0320.260-0331.500 | Thửa đất số
P=2041 | X=0090.020-0166.450 | Y=0326.020-0337.260 | 104 Đường khu 5
P=2041 | X=0272.020-0340.040 | Y=0326.020-0337.260 | Thửa đất số 81
P=2041 | X=0362.540-0387.590 | Y=0327.900-0337.220 | 1.200
P=2041 | X=0420.410-0437.050 | Y=0327.900-0337.220 | 860
P=2041 | X=0505.390-0522.030 | Y=0327.900-0337.220 | 730
P=2041 | X=0208.870-0219.990 | Y=0333.660-0342.980 | 70
P=2041 | X=0208.870-0262.980 | Y=0349.780-0361.020 | Thửa đất số
P=2041 | X=0090.020-0166.450 | Y=0355.540-0366.780 | 105 Đường khu 6
P=2041 | X=0272.020-0345.560 | Y=0355.540-0366.780 | Thửa đất số 106
P=2041 | X=0362.540-0387.590 | Y=0357.420-0366.740 | 1.200
P=2041 | X=0420.410-0437.050 | Y=0357.420-0366.740 | 860
P=2041 | X=0505.390-0522.030 | Y=0357.420-0366.740 | 730
P=2041 | X=0208.870-0219.990 | Y=0363.180-0372.500 | 82
P=2041 | X=0208.870-0266.340 | Y=0381.200-0390.520 | Giáp ranh thị
P=2041 | X=0107.330-0189.670 | Y=0385.080-0396.320 | Đường liên xã Lộc
P=2041 | X=0090.020-0106.660 | Y=0392.720-0402.040 | 106
P=2041 | X=0208.870-0327.290 | Y=0392.720-0402.040 | trấn Lộc Ninh Cầu Bù Linh
P=2041 | X=0370.700-0387.340 | Y=0392.720-0402.040 | 490
P=2041 | X=0420.410-0437.050 | Y=0392.720-0402.040 | 340
P=2041 | X=0505.390-0522.030 | Y=0392.720-0402.040 | 290
P=2041 | X=0107.330-0185.890 | Y=0398.480-0407.800 | Ninh - Lộc Quang
P=2041 | X=0208.870-0226.150 | Y=0402.360-0413.600 | (cũ)
P=2041 | X=0272.020-0338.850 | Y=0420.360-0431.600 | Ngã ba Đường
P=2041 | X=0208.870-0349.560 | Y=0431.880-0443.120 | Ngã ba đội 2, liên xã Lộc Ninh -
P=2041 | X=0107.330-0189.670 | Y=0437.640-0448.880 | Đường liên xã Lộc
P=2041 | X=0208.870-0353.000 | Y=0443.400-0454.640 | Nông trường Lộc Hưng tại thửa
P=2041 | X=0090.020-0106.660 | Y=0445.280-0454.600 | 107
P=2041 | X=0370.700-0387.340 | Y=0445.280-0454.600 | 410
P=2041 | X=0420.410-0437.050 | Y=0445.280-0454.600 | 280
P=2041 | X=0505.390-0522.030 | Y=0445.280-0454.600 | 240
P=2041 | X=0107.330-0180.840 | Y=0449.180-0460.420 | Ninh - Lộc Hưng
P=2041 | X=0272.020-0353.240 | Y=0454.940-0466.180 | đất số 802, tờ bản
P=2041 | X=0208.870-0221.260 | Y=0456.820-0466.140 | VII
P=2041 | X=0272.020-0310.280 | Y=0466.220-0477.460 | đồ số 83
P=2041 | X=0272.020-0348.360 | Y=0486.100-0495.420 | Giáp ranh xã Lộc
P=2041 | X=0208.870-0267.760 | Y=0491.860-0501.180 | Ngã ba Công
P=2041 | X=0107.330-0189.670 | Y=0495.740-0506.980 | Đường liên xã Lộc
P=2041 | X=0272.020-0350.690 | Y=0495.740-0506.980 | Hưng tại thửa đất
P=2041 | X=0090.020-0106.660 | Y=0503.380-0512.700 | 108
P=2041 | X=0208.870-0270.420 | Y=0503.380-0512.700 | an xã tại thửa
P=2041 | X=0370.700-0387.340 | Y=0503.380-0512.700 | 410
P=2041 | X=0420.410-0437.050 | Y=0503.380-0512.700 | 280
P=2041 | X=0505.390-0522.030 | Y=0503.380-0512.700 | 240
P=2041 | X=0107.330-0180.840 | Y=0507.260-0518.500 | Ninh - Lộc Hưng
P=2041 | X=0272.020-0350.610 | Y=0507.260-0518.500 | số 352, tờ bản đồ
P=2041 | X=0208.870-0271.150 | Y=0514.900-0524.220 | 26 tờ bản 117
P=2041 | X=0272.020-0288.660 | Y=0520.660-0529.980 | 120
P=2041 | X=0208.870-0256.350 | Y=0536.810-0548.050 | Ngã tư đất
P=2041 | X=0272.020-0352.250 | Y=0544.450-0553.770 | Ngã ba Tam Lang
P=2041 | X=0107.330-0189.670 | Y=0548.330-0559.570 | Đường liên xã Lộc
P=2041 | X=0208.870-0260.310 | Y=0550.210-0559.530 | công ty cao
P=2041 | X=0272.020-0352.610 | Y=0554.090-0565.330 | tại thửa đất số 57,
P=2041 | X=0090.020-0106.660 | Y=0555.970-0565.290 | 109
P=2041 | X=0370.700-0387.340 | Y=0555.970-0565.290 | 410
P=2041 | X=0420.410-0437.050 | Y=0555.970-0565.290 | 280
P=2041 | X=0505.390-0522.030 | Y=0555.970-0565.290 | 240
P=2041 | X=0107.330-0180.840 | Y=0559.850-0571.090 | Ninh - Lộc Hưng
P=2041 | X=0208.870-0270.430 | Y=0561.730-0571.050 | su tại thửa 41
P=2041 | X=0272.020-0328.760 | Y=0565.610-0576.850 | tờ bản đồ 83
P=2041 | X=0208.870-0251.710 | Y=0573.250-0582.570 | tờ bản 78
P=2041 | X=0107.330-0192.550 | Y=0589.370-0600.610 | Đường kè suối Lộc
P=2041 | X=0208.870-0338.280 | Y=0589.370-0600.610 | Cầu chế biến Cầu Đỏ xã Lộc
P=2041 | X=0090.020-0106.660 | Y=0597.010-0606.330 | 110
P=2041 | X=0370.700-0387.340 | Y=0597.010-0606.330 | 830
P=2041 | X=0420.410-0437.050 | Y=0597.010-0606.330 | 580
P=2041 | X=0505.390-0522.030 | Y=0597.010-0606.330 | 500
P=2041 | X=0272.020-0297.060 | Y=0600.890-0612.130 | Hưng
P=2041 | X=0107.330-0128.040 | Y=0602.770-0612.090 | Ninh
P=2041 | X=0208.870-0248.530 | Y=0602.770-0612.090 | Lộc Ninh
P=2041 | X=0208.870-0249.750 | Y=0620.790-0630.110 | Cầu mua
P=2041 | X=0107.330-0192.630 | Y=0624.670-0635.910 | Đường kè suối cầu
P=2041 | X=0208.870-0336.460 | Y=0630.430-0641.670 | thôn Lộc Thái Nhà ông Năng
P=2041 | X=0090.020-0106.660 | Y=0632.310-0641.630 | 111
P=2041 | X=0370.700-0387.340 | Y=0632.310-0641.630 | 830
P=2041 | X=0420.410-0437.050 | Y=0632.310-0641.630 | 580
P=2041 | X=0505.390-0522.030 | Y=0632.310-0641.630 | 500
P=2041 | X=0107.330-0126.850 | Y=0638.070-0647.390 | Mua
P=2041 | X=0208.870-0214.470 | Y=0643.830-0653.150 | 3
P=2041 | X=0107.330-0342.200 | Y=0659.950-0671.190 | Những con đường chưa đặt tên trong khu quy hoạch
P=2041 | X=0090.020-0339.320 | Y=0671.470-0682.710 | 112 tại thị trấn Lộc Ninh (cũ) đã được đầu tư nhựa có độ
P=2041 | X=0362.540-0387.590 | Y=0673.350-0682.670 | 1.100
P=2041 | X=0420.410-0437.050 | Y=0673.350-0682.670 | 800
P=2041 | X=0505.390-0522.030 | Y=0673.350-0682.670 | 690
P=2041 | X=0107.330-0212.700 | Y=0682.750-0693.990 | rộng mặt đường ≥ 3,5m
P=2041 | X=0090.020-0342.200 | Y=0700.770-0712.010 | 113 Những con đường chưa đặt tên trong khu quy hoạch
P=2041 | X=0362.540-0387.590 | Y=0702.660-0711.980 | 1.100
P=2041 | X=0420.410-0437.050 | Y=0702.660-0711.980 | 750
P=2041 | X=0505.390-0522.030 | Y=0702.660-0711.980 | 640
P=2042 | X=0107.330-0349.400 | Y=0072.740-0083.980 | tại thị trấn Lộc Ninh (cũ) đã được đầu tư bê tông có độ
P=2042 | X=0107.330-0210.070 | Y=0084.260-0095.500 | rộng mặt đường≥ 3,5m
P=2042 | X=0107.330-0342.200 | Y=0102.260-0113.500 | Những con đường chưa đặt tên trong khu quy hoạch
P=2042 | X=0107.330-0352.770 | Y=0113.780-0125.020 | tại thị trấn Lộc Ninh (cũ) chưa được đầu tư bê tông vẫn
P=2042 | X=0090.020-0106.660 | Y=0121.450-0130.770 | 114
P=2042 | X=0370.700-0387.340 | Y=0121.450-0130.770 | 920
P=2042 | X=0420.410-0437.050 | Y=0121.450-0130.770 | 640
P=2042 | X=0505.390-0522.030 | Y=0121.450-0130.770 | 550
P=2042 | X=0107.330-0344.290 | Y=0125.330-0136.570 | còn đường đất (hoặc rải sỏi) có độ rộng mặt đường ≥
P=2042 | X=0107.330-0129.650 | Y=0138.730-0148.050 | 3,5m
P=2042 | X=0107.330-0342.200 | Y=0154.850-0166.090 | Những con đường chưa đặt tên trong khu quy hoạch
P=2042 | X=0090.020-0349.320 | Y=0166.370-0177.610 | 115 tại thị trấn Lộc Ninh (cũ) có độ rộng mặt đường < 3,5m
P=2042 | X=0370.700-0387.340 | Y=0168.250-0177.570 | 690
P=2042 | X=0420.410-0437.050 | Y=0168.250-0177.570 | 480
P=2042 | X=0505.390-0522.030 | Y=0168.250-0177.570 | 410
P=2042 | X=0107.330-0288.740 | Y=0177.650-0188.890 | không phân biệt bê tông hoặc đường đất
P=2042 | X=0107.330-0332.120 | Y=0195.650-0206.890 | Các tuyến đường giao thông nông thôn có bề rộng
P=2042 | X=0090.020-0106.660 | Y=0203.310-0212.630 | 116
P=2042 | X=0370.700-0387.340 | Y=0203.310-0212.630 | 360
P=2042 | X=0420.410-0437.050 | Y=0203.310-0212.630 | 250
P=2042 | X=0505.390-0522.030 | Y=0203.310-0212.630 | 220
P=2042 | X=0107.330-0308.120 | Y=0207.190-0218.430 | đường theo bản đồ địa chính từ 3,5 m trở lên
P=2042 | X=0090.020-0216.870 | Y=0225.190-0236.430 | 117 Các tuyến đường còn lại
P=2042 | X=0370.700-0387.340 | Y=0227.070-0236.390 | 270
P=2042 | X=0420.410-0437.050 | Y=0227.070-0236.390 | 190
P=2042 | X=0505.390-0522.030 | Y=0227.070-0236.390 | 160
